0.093122,0.50742,88,48
0.00010623,0.99381,85,54
1.0867e-06,0.99974,58,51
0.0026298,0.96073,91,68
6.9866e-06,0.99914,76,65
7.8447e-06,0.00088498,67,99
0.00093682,0.98092,83,48
2.5794e-08,0.99998,114,35
0.092897,0.43501,86,99
0.0068863,0.93181,48,53
0.015213,0.95601,95,73
0.09245,0.54287,141,108
5.7099e-08,0.99996,64,21
1.6813e-08,0.99997,92,36
0.064271,0.40145,53,57
1.8899e-08,0.99998,116,41
2.7512e-07,0.99979,146,60
5.7102e-07,0.99988,127,66
3.3212e-08,0.99997,105,36
2.3729e-08,0.99997,83,37
0.085945,0.751,44,112
0.08743,0.35347,58,65
0.00020595,0.010197,53,80
1.385e-07,0.99992,125,74
7.4094e-07,0.99979,99,85
1.7366e-07,0.99991,105,41
1.7628e-07,0.99992,58,56
0.04058,0.31065,53,72
1.5606e-08,0.99998,148,82
0.076992,0.38307,87,94
0.072227,0.79517,68,53
0.063322,0.81544,71,83
0.06825,0.20416,51,96
4.4315e-09,0.99999,93,25
0.082163,0.68469,67,69
9.2747e-07,0.99972,105,74
0.07718,0.78233,94,91
3.2442e-09,0.99999,143,64
0.077238,0.76959,82,73
1.4582e-07,0.99992,148,61
1.5046e-08,0.99998,188,50
9.4782e-05,0.993,121,78
0.066861,0.68551,89,77
6.2493e-06,0.99914,98,74
3.5402e-09,0.99999,140,40
2.2419e-09,0.99999,138,20
1.7666e-07,0.99994,105,48
0.077952,0.78079,48,67
1.9309e-08,0.99997,95,32
2.7612e-06,0.99947,114,53
9.6137e-09,0.99999,120,15
3.2932e-07,0.99986,117,47
0.00010429,0.99381,72,72
9.9546e-09,0.99999,99,23
0.069252,0.80326,76,36
0.085365,0.59926,68,72
8.6814e-08,0.99995,50,30
0.091738,0.69354,47,101
0.00041871,0.99152,102,75
1.3142e-08,0.99999,108,30
3.2959e-09,0.99999,152,58
2.6643e-08,0.99996,95,55
8.8237e-07,0.9998,79,71
0.018117,0.94949,64,55
4.8891e-09,0.99999,70,36
1.158e-08,0.99999,105,20
0.089029,0.50247,46,74
0.00063112,0.98191,76,74
1.3327e-09,0.99999,49,50
8.2061e-08,0.99995,88,32
4.5935e-07,0.99982,96,42
1.5501e-09,0.99999,108,43
0.064286,0.29627,62,131
0.062378,0.81392,155,73
0.015206,0.90935,146,89
4.7964e-09,0.99999,135,41
7.4814e-09,0.99998,95,36
0.07454,0.78694,193,78
0.0692,0.79348,73,63
1.0459e-06,0.99972,82,57
1.8974e-10,1,118,44
3.471e-09,0.99999,82,26
0.042091,0.79694,83,42
6.065e-07,0.00012832,51,66
0.084033,0.65763,118,94
1.6042e-05,0.99823,157,90
3.3249e-07,0.99986,120,76
0.057975,0.62273,74,49
0.086913,0.55464,74,79
0.04975,0.42481,98,112
0.087987,0.27226,60,45
3.7049e-08,0.99998,97,26
1.1817e-06,0.99983,111,63
4.8714e-08,0.99996,56,42
0.035154,0.17759,79,95
3.8426e-07,0.99984,108,48
0.00033678,0.99092,79,71
0.020264,0.91327,88,34
0.019009,0.91705,105,46
0.030444,0.18667,96,92
